drugId,HRCHY_1,HRCHY_2,HRCHY_3,HRCHY_4,HRCHY_5,HRCHY_6
197798,Unidentified pharmacological activity,GR-1802,,,,
197853,Unidentified pharmacological activity,IAG-933,,,,
197896,Unidentified pharmacological activity,ISPM-21,,,,
197930,Unidentified pharmacological activity,"hydrogen sulfide prodrug, Samisaz Pharmaceutical",,,,
197934,Unidentified pharmacological activity,KY-1701,,,,
197953,Unidentified pharmacological activity,GR-1801,,,,
197956,Unidentified pharmacological activity,pegantiangiotide,,,,
197970,Unidentified pharmacological activity,CC-96673,,,,
198001,Unidentified pharmacological activity,SYHA-1817,,,,
198072,Unidentified pharmacological activity,SHR-A1904,,,,
198073,Unidentified pharmacological activity,CN-401,,,,
198150,Unidentified pharmacological activity,"linoleic acid (nasal), Halo Therapeutics Ltd",,,,
198158,Unidentified pharmacological activity,UI-018,,,,
198177,Unidentified pharmacological activity,UCB-0022,,,,
198232,Unidentified pharmacological activity,Selenium (as Selenious Acid),,,,
198239,Unidentified pharmacological activity,FM-888,,,,
198289,Unidentified pharmacological activity,TWP-101,,,,
198318,Unidentified pharmacological activity,KL-210122,,,,
198364,Unidentified pharmacological activity,HJ-891,,,,
198370,Unidentified pharmacological activity,HUC3-351,,,,
198371,Unidentified pharmacological activity,HUC3-351-R,,,,
198378,Unidentified pharmacological activity,WXSHC-071,,,,
198388,Unidentified pharmacological activity,EP-9001A,,,,
198458,Unidentified pharmacological activity,"antidiabetic therapy, Eli Lilly-2",,,,
198585,Unidentified pharmacological activity,BMS-986196,,,,
198622,Unidentified pharmacological activity,JMKX-000189,,,,
198652,Unidentified pharmacological activity,LEO-153339,,,,
198675,Unidentified pharmacological activity,FHND-6091,,,,
198687,Unidentified pharmacological activity,HR-1405-01,,,,
198735,Unidentified pharmacological activity,Escozine,,,,
198749,Unidentified pharmacological activity,ELI-003,,,,
198758,Unidentified pharmacological activity,BI-1810631,,,,
198809,Unidentified pharmacological activity,AGP-600,,,,
198821,Unidentified pharmacological activity,TQC-2731,,,,
198831,Unidentified pharmacological activity,KL-280006,,,,
198843,Unidentified pharmacological activity,9MW-1911,,,,
198844,Unidentified pharmacological activity,HW-021199,,,,
198860,Unidentified pharmacological activity,BR-790,,,,
198909,Unidentified pharmacological activity,A-256,,,,
198912,Unidentified pharmacological activity,A-204,,,,
199020,Unidentified pharmacological activity,QA-102,,,,
199033,Unidentified pharmacological activity,"azvudine, Beijing Union Pharmaceutical Factory",,,,
199034,Unidentified pharmacological activity,"human umbilical cord cells, Signature Biologics",,,,
199046,Unidentified pharmacological activity,AST-301,,,,
199078,Unidentified pharmacological activity,SASPject PT3.9,,,,
199084,Unidentified pharmacological activity,DW-1805,,,,
199092,Unidentified pharmacological activity,furazidin,,,,
199139,Unidentified pharmacological activity,HR-S8807,,,,
199141,Unidentified pharmacological activity,HS-10365,,,,
199142,Unidentified pharmacological activity,PRK-101,,,,
199219,Unidentified pharmacological activity,FDA-018,,,,
199385,Unidentified pharmacological activity,DA-2803,,,,
199405,Unidentified pharmacological activity,KSP-0243,,,,
199425,Unidentified pharmacological activity,SHR-1906,,,,
199437,Unidentified pharmacological activity,SPH-5030,,,,
199489,Unidentified pharmacological activity,KP-091,,,,
199502,Unidentified pharmacological activity,"AM-301, Auris",,,,
199533,Unidentified pharmacological activity,KRP-A218,,,,
199537,Unidentified pharmacological activity,NB-2000P,,,,
199559,Unidentified pharmacological activity,phenzolzine,,,,
199604,Unidentified pharmacological activity,HECB-1701301,,,,
199687,Unidentified pharmacological activity,RB-100,,,,
199706,Unidentified pharmacological activity,HEC-81885 p-toluenesulfonate,,,,
199738,Unidentified pharmacological activity,"CDC-exosomes, Capricor Therapeutics",,,,
199806,Unidentified pharmacological activity,SPG-302,,,,
199814,Unidentified pharmacological activity,"cannabidiol, Rapid Therapeutic Science Lab",,,,
199815,Unidentified pharmacological activity,RxPD-1130,,,,
199857,Unidentified pharmacological activity,"regdanvimab, Inhalon Biopharma",,,,
199864,Unidentified pharmacological activity,VT-1093,,,,
199883,Unidentified pharmacological activity,"CPI-300, Coordination Pharmaceuticals",,,,
199899,Unidentified pharmacological activity,CMB-012,,,,
199906,Unidentified pharmacological activity,BI-765128,,,,
199908,Unidentified pharmacological activity,"siglipta sodium, Shenzhen Chipscreen Biosciences",,,,
199932,Unidentified pharmacological activity,JNJ-69095897,,,,
199965,Unidentified pharmacological activity,SAR-107375E,,,,
199984,Unidentified pharmacological activity,"AP-301, Alebund Pharmaceuticals",,,,
200076,Unidentified pharmacological activity,QHRD-106,,,,
200078,Unidentified pharmacological activity,HR-19042,,,,
200091,Unidentified pharmacological activity,BMS-986172,,,,
200111,Unidentified pharmacological activity,EO-3001,,,,
200117,Unidentified pharmacological activity,LPCN-1154,,,,
200125,Unidentified pharmacological activity,ZHB-111,,,,
200162,Unidentified pharmacological activity,"lithium carbonate, Hunan Qianjin Xiangjiang Pharmaceutical Industry Co.",,,,
200176,Unidentified pharmacological activity,CBP-1018,,,,
200298,Unidentified pharmacological activity,Teralithe,,,,
200300,Unidentified pharmacological activity,"HY-02, Shanghai HyaMab Biotech",,,,
200328,Unidentified pharmacological activity,ANPA-0073,,,,
200335,Unidentified pharmacological activity,NKD-0901,,,,
200346,Unidentified pharmacological activity,NWY-001,,,,
200352,Unidentified pharmacological activity,BCWP-D010,,,,
200407,Unidentified pharmacological activity,SC-1011,,,,
200408,Unidentified pharmacological activity,IBI-325,,,,
200413,Unidentified pharmacological activity,"anti-IgE humanized Mab, Shanghai Nuoxin",,,,
200415,Unidentified pharmacological activity,SHR-1901,,,,
200416,Unidentified pharmacological activity,A-4368,,,,
200421,Unidentified pharmacological activity,SHR-A1912,,,,
200479,Unidentified pharmacological activity,SPC-2001 + SPC-5001,,,,
200510,Unidentified pharmacological activity,Zygosid-50,,,,
200664,Unidentified pharmacological activity,BMS-986416,,,,
200684,Unidentified pharmacological activity,DF-006,,,,
200728,Unidentified pharmacological activity,STSA-1002,,,,
200729,Unidentified pharmacological activity,STSA-1005,,,,
200767,Unidentified pharmacological activity,HCP-1902,,,,
200861,Unidentified pharmacological activity,HD6-DOTA-111In,,,,
200867,Unidentified pharmacological activity,AD-220,,,,
200875,Unidentified pharmacological activity,BCD-160,,,,
200876,Unidentified pharmacological activity,BCD-141,,,,
200881,Unidentified pharmacological activity,CYP-006TK,,,,
200882,Unidentified pharmacological activity,"Relaxin, RLN2 encoded endogenous peptide hormone",,,,
200888,Unidentified pharmacological activity,SYNB-1934,,,,
200900,Unidentified pharmacological activity,NDC-0009,,,,
200950,Unidentified pharmacological activity,"iniparib, TriAct Therapeutics",,,,
200957,Unidentified pharmacological activity,ABP-305,,,,
200973,Unidentified pharmacological activity,CC-91633,,,,
200975,Unidentified pharmacological activity,CKD-349,,,,
201022,Unidentified pharmacological activity,CMAB-820,,,,
201035,Unidentified pharmacological activity,BR-105,,,,
201095,Unidentified pharmacological activity,EL-1804,,,,
201115,Unidentified pharmacological activity,"CDMO-001, Jecho Biopharmaceuticals",,,,
201172,Unidentified pharmacological activity,SHR-8008,,,,
201190,Unidentified pharmacological activity,"benproperine phosphate, Huazhong Pharmaceutical Co",,,,
201207,Unidentified pharmacological activity,SHR-6508,,,,
201213,Unidentified pharmacological activity,YY-3510,,,,
201234,Unidentified pharmacological activity,BI-765179,,,,
201257,Unidentified pharmacological activity,Coronzot,,,,
201289,Unidentified pharmacological activity,RLD2003,,,,
201290,Unidentified pharmacological activity,RLD2004,,,,
201291,Unidentified pharmacological activity,RLD2005,,,,
201336,Unidentified pharmacological activity,SPH-6516,,,,
201338,Unidentified pharmacological activity,TL-938,,,,
201363,Unidentified pharmacological activity,TWP-102,,,,
201366,Unidentified pharmacological activity,GEC-255,,,,
201369,Unidentified pharmacological activity,HR-20013,,,,
201373,Unidentified pharmacological activity,DF-003,,,,
201375,Unidentified pharmacological activity,YS-001,,,,
201379,Unidentified pharmacological activity,ASKC-852,,,,
201410,Unidentified pharmacological activity,YYC-405,,,,
201413,Unidentified pharmacological activity,AUGM-101,,,,
201422,Unidentified pharmacological activity,HUC3-331,,,,
201429,Unidentified pharmacological activity,TAK-105,,,,
201432,Unidentified pharmacological activity,IBC-0966,,,,
201445,Unidentified pharmacological activity,HS-20089,,,,
201447,Unidentified pharmacological activity,HS-20093,,,,
201465,Unidentified pharmacological activity,HTMC-0370,,,,
201473,Unidentified pharmacological activity,selamectin,,,,
201480,Unidentified pharmacological activity,VHX-896,,,,
201487,Unidentified pharmacological activity,"phenylethyl isothiocyanate, JC Company",,,,
201495,Unidentified pharmacological activity,HRS-3658,,,,
201496,Unidentified pharmacological activity,OP-2024,,,,
201508,Unidentified pharmacological activity,IBI-360,,,,
201509,Unidentified pharmacological activity,NTQ-1062,,,,
201529,Unidentified pharmacological activity,DZ-002,,,,
201537,Unidentified pharmacological activity,HIP-2105,,,,
201605,Unidentified pharmacological activity,HIP-2101,,,,
201645,Unidentified pharmacological activity,CC-92328,,,,
201646,Unidentified pharmacological activity,"vitamin K1, Hainan Brilliant Pharmaceutical Co.",,,,
201797,Unidentified pharmacological activity,LPG-1503,,,,
201803,Unidentified pharmacological activity,Flavovir,,,,
201836,Unidentified pharmacological activity,JNJ-67484703,,,,
201848,Unidentified pharmacological activity,Protollin,,,,
201857,Unidentified pharmacological activity,"ART-123, Artivila",,,,
201858,Unidentified pharmacological activity,ARD-MM1,,,,
201861,Unidentified pharmacological activity,"sodium tungstate, Oxolife",,,,
201883,Unidentified pharmacological activity,GEA-408,,,,
201884,Unidentified pharmacological activity,GEA-001,,,,
201898,Unidentified pharmacological activity,HY-072808,,,,
201916,Unidentified pharmacological activity,IN-C036,,,,
201926,Unidentified pharmacological activity,WXWH-0240,,,,
201927,Unidentified pharmacological activity,BT-101094,,,,
201961,Unidentified pharmacological activity,AT-193,,,,
202002,Unidentified pharmacological activity,CAN-1012,,,,
202004,Unidentified pharmacological activity,DKB2010,,,,
202028,Unidentified pharmacological activity,HUC-3371,,,,
202105,Unidentified pharmacological activity,BD-311,,,,
202132,Unidentified pharmacological activity,ASP-1570,,,,
202303,Unidentified pharmacological activity,TS-172,,,,
202312,Unidentified pharmacological activity,CTB-02,,,,
202373,Unidentified pharmacological activity,"butylphthalide, Jilin Qijian Bio-Pharmaceutical Co",,,,
202400,Unidentified pharmacological activity,NHKC-1,,,,
202443,Unidentified pharmacological activity,TPN-101,,,,
202468,Unidentified pharmacological activity,"EG-007, Evergreen Therapeutics",,,,
202492,Unidentified pharmacological activity,COR-T125236,,,,
202508,Unidentified pharmacological activity,LM-302,,,,
202529,Unidentified pharmacological activity,UI-063,,,,
202535,Unidentified pharmacological activity,HS-10376,,,,
202538,Unidentified pharmacological activity,"RG-001, Ringene Biopharma",,,,
202548,Unidentified pharmacological activity,ABBV-514,,,,
202564,Unidentified pharmacological activity,EQU-001,,,,
202596,Unidentified pharmacological activity,HRS-2398,,,,
202599,Unidentified pharmacological activity,HS-10374,,,,
202607,Unidentified pharmacological activity,AT-177,,,,
202624,Unidentified pharmacological activity,YYG-004,,,,
202627,Unidentified pharmacological activity,HUC3-376,,,,
202671,Unidentified pharmacological activity,PJS-539,,,,
202695,Unidentified pharmacological activity,MY00-4567,,,,
202697,Unidentified pharmacological activity,"human papilloma virus therapy, Liaoning Grace Biopharmaceutical",,,,
202704,Unidentified pharmacological activity,"G-001, Buzzz Pharmaceuticals",,,,
202709,Unidentified pharmacological activity,HRS-2300,,,,
202740,Unidentified pharmacological activity,CT-L09,,,,
202742,Unidentified pharmacological activity,DKB-2009,,,,
202747,Unidentified pharmacological activity,D027,,,,
202749,Unidentified pharmacological activity,HEC-93077,,,,
202750,Unidentified pharmacological activity,DW-1029,,,,
202785,Unidentified pharmacological activity,LUNA-18,,,,
202796,Unidentified pharmacological activity,BIG-001,,,,
202802,Unidentified pharmacological activity,1,,,,
202828,Unidentified pharmacological activity,SM-19,,,,
202842,Unidentified pharmacological activity,Relizema ecofoam,,,,
202843,Unidentified pharmacological activity,R3R-01,,,,
202846,Unidentified pharmacological activity,RLD2104,,,,
202962,Unidentified pharmacological activity,GoViro Soft Gel Capsules,,,,
202965,Unidentified pharmacological activity,Imunocin,,,,
203013,Unidentified pharmacological activity,CTL09-01,,,,
203015,Unidentified pharmacological activity,CTL09-02,,,,
203048,Unidentified pharmacological activity,HSK-31858,,,,
203058,Unidentified pharmacological activity,NVP-2102,,,,
203148,Unidentified pharmacological activity,JN-101,,,,
203217,Unidentified pharmacological activity,SR-1375,,,,
203225,Unidentified pharmacological activity,VT-011,,,,
203235,Unidentified pharmacological activity,AR-2001,,,,
203302,Unidentified pharmacological activity,LifeViroTreat,,,,
203403,Unidentified pharmacological activity,NXP-800,,,,
203463,Unidentified pharmacological activity,"NB-004, Ningbo NewBay Medical",,,,
203542,Unidentified pharmacological activity,Lesult,,,,
203548,Unidentified pharmacological activity,HRG-2010,,,,
203627,Unidentified pharmacological activity,AJU-A02,,,,
